,caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
1338,1502575,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201306.0,Yes,200902.0,
1339,1504675,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200907.0,No,200902.0,Once a year or less
1340,1505246,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,June,Unmarried partners,2.0,2.0,Yes,No,,,Fair,moderately attractive,slightly attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,1,0,2,Not working - on temporary layoff from a job,Yes,201307.0,Yes,200903.0,
1341,1506761,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,No,200904.0,No,200903.0,Once a week
1342,1507475,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - self-employed,Yes,201007.0,No,200904.0,
1343,1509726,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - retired,Yes,201106.0,No,200903.0,Once a year or less
1344,1511571,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A mobile home,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Never
1345,1512761,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2010.0,March,Married,3.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200907.0,No,200903.0,Once a week
1346,1513511,qualified for wave 4,Active,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
1347,1514561,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,1,3,Not working - retired,Yes,201305.0,Yes,200903.0,Once a week
1348,1515601,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,201106.0,No,200902.0,Never
1349,1516441,qualified for wave 4,Active,Yes,On-line,12.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",10th grade,Less than high school,Hispanic,Yes,6,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Rented for cash,0,0,2,0,4,Not working - other,Yes,201305.0,Yes,200902.0,A few times a year
1350,1517771,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,10th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200902.0,
1351,1518501,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,same-sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201306.0,Yes,200905.0,A few times a year
1352,1519266,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Associate degree,Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Once a year or less
1353,1520271,qualified for wave 4,Active,No,,,,different sex couple,2011.0,May,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,5,A mobile home,"Less than $5,000",Married,Metro,South,West-South Central,Rented for cash,0,0,2,1,2,Not working - on temporary layoff from a job,Yes,201207.0,Yes,200903.0,Once a year or less
1354,1521461,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Fair,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,1,0,0,0,4,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
1355,1522341,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201305.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,1,1,0,2,Working - self-employed,Yes,201207.0,Yes,200903.0,More than once a week
1356,1523526,qualified for wave 4,Active,Yes,On-line,51771.0,201305.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
1357,1524351,qualified for wave 4,Withdrawn,Yes,On-line,2.0,201303.0,different sex couple,2011.0,May,Married,2.0,2.0,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,Yes,201007.0,No,200903.0,Once a week
1358,1525665,qualified for wave 4,Active,Yes,On-line,4.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200905.0,Never
1359,1527295,qualified for wave 4,Do not call,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,200912.0,No,201005.0,
1360,1528583,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$10,000 to $12,499",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,No,201305.0,Yes,200903.0,
1361,1529205,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,6,Working - as a paid employee,Yes,200905.0,No,200903.0,Once a week
1362,1530311,qualified for wave 4,Active,Yes,On-line,12.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,1,2,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,More than once a week
1363,1531821,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,200904.0,No,200903.0,Once or twice a month
1364,1532631,qualified for wave 4,Withdrawn,Yes,On-line,4.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Fair,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,1,0,5,Working - as a paid employee,Yes,201310.0,Yes,200902.0,Once or twice a month
1365,1534361,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$20,000 to $24,999",Married,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201007.0,No,200903.0,Never
1366,1535765,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,Yes,200904.0,No,200903.0,Never
1367,1536831,qualified for wave 4,Do not call,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,201007.0,No,200902.0,Once a year or less
1368,1537541,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,
1369,1538731,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$25,000 to $29,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201308.0,Yes,200908.0,A few times a year
1370,1539225,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,A few times a year
1371,1540693,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2010.0,March,Unmarried partners,3.0,2.0,No,No,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2013.0,September,,broke up,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",No,1,A one-family house detached from any other house,"$5,000 to $7,499",Divorced,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,200904.0,No,200903.0,
