,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
1319,1482336,3.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,March,yes,no,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house attached to one or more houses,"$100,000 to $124,999",Living with partner,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Living with partner,201405.0,Never married,201305.0,Living with partner,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200711.0
1320,1483395,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A mobile home,"$40,000 to $49,999",Never married,201404.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201404.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,201001.0,Never married,200710.0
1321,1484521,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,58,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - disabled,Yes,Married,201404.0,Married,201306.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
1322,1485791,,,eligible but not completed,Active,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,85,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$20,000 to $24,999",Married,201406.0,Yes,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Not working - retired,No,Married,201406.0,Married,201309.0,Married,201209.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200712.0
1323,1486713,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$12,500 to $14,999",Divorced,200908.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Divorced,200908.0,Divorced,200710.0
1324,1487565,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,55-64,60+,"Some college, no degree",Some college,"Black, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$10,000 to $12,499",Never married,201105.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Not working - disabled,No,,,,,,,Never married,201105.0,Never married,201007.0,Never married,200908.0,Never married,200711.0
1325,1488486,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,June,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,53,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,0,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,,,,,,,,,,,Living with partner,200904.0,Living with partner,200807.0
1326,1489295,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$75,000 to $84,999",Married,201405.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - self-employed,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
1327,1490563,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,62,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201406.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201406.0,Married,201306.0,Divorced,201208.0,Divorced,201107.0,Never married,201007.0,Separated,200905.0,Divorced,200711.0
1328,1491391,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,44,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,201307.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,1,0,3,Working - as a paid employee,Yes,,,Married,201307.0,Married,201207.0,Married,201107.0,Married,201010.0,Married,200904.0,Married,200803.0
1329,1492642,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,70,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Living with partner,201405.0,Living with partner,201306.0,Living with partner,201207.0,Living with partner,201107.0,Widowed,201007.0,Widowed,200904.0,Widowed,200802.0
1330,1493501,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,56,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$175,000 or more",Married,201404.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201010.0,Married,200905.0,Married,200711.0
1331,1494381,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201501.0,still together at w5 or some follow-up w/o breakup,Yes,44,35-44,30-44,Associate degree,Some college,"Black, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,2,0,2,Working - as a paid employee,No,Married,201405.0,Never married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200905.0,Married,200710.0
1332,1495643,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,70,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,200905.0,No,Metro,West,Mountain,rented for cash,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,Divorced,200905.0,Divorced,200711.0
1333,1496621,,,eligible but not completed,Retired,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,68,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
1334,1497641,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,69,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,201306.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - retired,Yes,,,Married,201306.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
1335,1498471,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,201405.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200711.0
1336,1499563,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,200710.0,No,Metro,West,Mountain,rented for cash,0,0,0,0,1,Working - self-employed,Yes,,,,,,,,,,,,,Divorced,200710.0
1337,1500551,,,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,May,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,1,4,A building with 2 or more apartments,"$50,000 to $59,999",Married,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,1,0,3,Not working - looking for work,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
1338,1502575,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$7,500 to $9,999",Never married,201405.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - disabled,Yes,Never married,201405.0,Never married,201306.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
1339,1504675,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,200907.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Never married,200907.0,Never married,200711.0
1340,1505246,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,30,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,0,1,A building with 2 or more apartments,"$40,000 to $49,999",Never married,201404.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201404.0,Living with partner,201307.0,Living with partner,201207.0,Married,201108.0,Living with partner,201105.0,Never married,200904.0,Living with partner,200710.0
1341,1506761,,,eligible but not completed,Do not call,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,82,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,200904.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,No,,,,,,,,,,,Married,200904.0,Married,200801.0
1342,1507475,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,53,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,201007.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,1,Working - self-employed,Yes,,,,,,,,,Never married,201007.0,Never married,200905.0,Never married,200711.0
1343,1509726,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,78,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,201106.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,1,Not working - retired,Yes,,,,,,,Never married,201106.0,Never married,201007.0,Never married,200904.0,Living with partner,200710.0
1344,1511571,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A mobile home,"$60,000 to $74,999",Married,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201404.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
1345,1512761,,phone,wave 5 completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,November,yes,no,Refused,"No, I expect [name] to have sex with other people besides me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,81,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,200907.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200907.0,Married,200710.0
1346,1513511,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201305.0,No,non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200710.0
1347,1514561,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200802.0
