caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
2778431,2778431_4,qualified,no,,,,,,,,,,
2779285,2779285_4,disqualified,,,,,,,,,,,
2780461,2780461_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2781773,2781773_4,qualified,no,,,,,,,,,,
2783571,2783571_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,very attractive,,,
2784335,2784335_4,disqualified,,,,,,,,,,,
2785271,2785271_4,qualified,no,,,,,,,,,,
2786666,2786666_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2787225,2787225_4,disqualified,,,,,,,,,,,
2788351,2788351_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2789491,2789491_4,qualified,no,,,,,,,,,,
2791391,2791391_4,qualified,yes,201304.0,broke up,,,,moderately attractive,,2011.0,December,
2792381,2792381_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
2793416,2793416_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
2794335,2794335_4,qualified,no,,,,,,,,,,
2795343,2795343_4,disqualified,,,,,,,,,,,
2796782,2796782_4,disqualified,,,,,,,,,,,
2797496,2797496_4,qualified,no,,,,,,,,,,
2798711,2798711_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,
2799525,2799525_4,qualified,no,,,,,,,,,,
2800266,2800266_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
2802655,2802655_4,qualified,no,,,,,,,,,,
2803531,2803531_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2804395,2804395_4,disqualified,,,,,,,,,,,
2805475,2805475_4,disqualified,,,,,,,,,,,
2806576,2806576_4,qualified,no,,,,,,,,,,
2808495,2808495_4,disqualified,,,,,,,,,,,
2809516,2809516_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2810195,2810195_4,qualified,no,,,,,,,,,,
2811741,2811741_4,qualified,no,,,,,,,,,,
2812441,2812441_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2813321,2813321_4,disqualified,,,,,,,,,,,
2814495,2814495_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2815763,2815763_4,disqualified,,,,,,,,,,,
2817571,2817571_4,qualified,no,,,,,,,,,,
2818471,2818471_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2819881,2819881_4,qualified,no,,,,,,,,,,
2820571,2820571_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2822526,2822526_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,no
2823436,2823436_4,disqualified,,,,,,,,,,,
2824553,2824553_4,qualified,no,,,,,,,,,,
2825881,2825881_4,disqualified,,,,,,,,,,,
2826321,2826321_4,qualified,no,,,,,,,,,,
2828511,2828511_4,qualified,no,,,,,,,,,,
2830693,2830693_4,disqualified,,,,,,,,,,,
2831285,2831285_4,disqualified,,,,,,,,,,,
2832291,2832291_4,qualified,no,,,,,,,,,,
2833505,2833505_4,qualified,no,,,,,,,,,,
2834301,2834301_4,qualified,no,,,,,,,,,,
2835555,2835555_4,disqualified,,,,,,,,,,,
2836511,2836511_4,qualified,no,,,,,,,,,,
2837832,2837832_4,disqualified,,,,,,,,,,,
2839411,2839411_4,qualified,no,,,,,,,,,,
2840371,2840371_4,qualified,no,,,,,,,,,,
2841235,2841235_4,qualified,no,,,,,,,,,,
2842781,2842781_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
2843431,2843431_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2844291,2844291_4,disqualified,,,,,,,,,,,
2845381,2845381_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,
2846315,2846315_4,qualified,yes,201303.0,still together,,,4.0,not at all attractive,moderately attractive,,,no
2847371,2847371_4,qualified,yes,201303.0,still together,,,1.0,very attractive,very attractive,,,
2848761,2848761_4,qualified,no,,,,,,,,,,
2849325,2849325_4,disqualified,,,,,,,,,,,
2850731,2850731_4,qualified,no,,,,,,,,,,
2851583,2851583_4,disqualified,,,,,,,,,,,
2852225,2852225_4,qualified,no,,,,,,,,,,
2853301,2853301_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,slightly attractive,,,
2854401,2854401_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
2855671,2855671_4,qualified,no,,,,,,,,,,
2857341,2857341_4,qualified,yes,201304.0,broke up,,,,very attractive,,2009.0,,
2858602,2858602_4,disqualified,,,,,,,,,,,
2859286,2859286_4,qualified,no,,,,,,,,,,
2860413,2860413_4,disqualified,,,,,,,,,,,
2861215,2861215_4,qualified,no,,,,,,,,,,
2862435,2862435_4,disqualified,,,,,,,,,,,
2863466,2863466_4,qualified,no,,,,,,,,,,
2866471,2866471_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2867635,2867635_4,disqualified,,,,,,,,,,,
2868606,2868606_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,very attractive,,,no
2869721,2869721_4,qualified,no,,,,,,,,,,
2870643,2870643_4,disqualified,,,,,,,,,,,
2871516,2871516_4,qualified,no,,,,,,,,,,
2872503,2872503_4,qualified,no,,,,,,,,,,
2873276,2873276_4,disqualified,,,,,,,,,,,
2874421,2874421_4,qualified,no,,,,,,,,,,
2875673,2875673_4,disqualified,,,,,,,,,,,
2876526,2876526_4,qualified,no,,,,,,,,,,
2877411,2877411_4,qualified,no,,,,,,,,,,
2878781,2878781_4,qualified,no,,,,,,,,,,
2879445,2879445_4,disqualified,,,,,,,,,,,
2880391,2880391_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2881561,2881561_4,qualified,no,,,,,,,,,,
2882405,2882405_4,disqualified,,,,,,,,,,,
2883461,2883461_4,qualified,no,,,,,,,,,,
2884681,2884681_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2885256,2885256_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2887261,2887261_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
2889285,2889285_4,disqualified,,,,,,,,,,,
2890236,2890236_4,qualified,yes,201303.0,still together,,,3.0,very attractive,moderately attractive,,,no
2891361,2891361_4,disqualified,,,,,,,,,,,
2892291,2892291_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
2893255,2893255_4,qualified,no,,,,,,,,,,
2894225,2894225_4,disqualified,,,,,,,,,,,
2895566,2895566_4,qualified,no,,,,,,,,,,
2896195,2896195_4,disqualified,,,,,,,,,,,
2897401,2897401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2898641,2898641_4,qualified,no,,,,,,,,,,
2899523,2899523_4,disqualified,,,,,,,,,,,
2901465,2901465_4,disqualified,,,,,,,,,,,
2902291,2902291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2903453,2903453_4,qualified,no,,,,,,,,,,
2904546,2904546_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
2905436,2905436_4,qualified,no,,,,,,,,,,
2906325,2906325_4,qualified,no,,,,,,,,,,
2907761,2907761_4,qualified,yes,201311.0,partner passed away,,,,,,,,
2908413,2908413_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2910801,2910801_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
2911455,2911455_4,disqualified,,,,,,,,,,,
2912753,2912753_4,disqualified,,,,,,,,,,,
2913266,2913266_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2914495,2914495_4,disqualified,,,,,,,,,,,
2915356,2915356_4,disqualified,,,,,,,,,,,
2916575,2916575_4,disqualified,,,,,,,,,,,
2917751,2917751_4,disqualified,,,,,,,,,,,
2918525,2918525_4,qualified,no,,,,,,,,,,
2919505,2919505_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2920513,2920513_4,qualified,no,,,,,,,,,,
2923486,2923486_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
2924471,2924471_4,qualified,no,,,,,,,,,,
2925235,2925235_4,qualified,no,,,,,,,,,,
2926403,2926403_4,disqualified,,,,,,,,,,,
2927215,2927215_4,disqualified,,,,,,,,,,,
2928503,2928503_4,disqualified,,,,,,,,,,,
2929295,2929295_4,qualified,yes,201303.0,still together,2011.0,June,5.0,very attractive,moderately attractive,,,yes
2931391,2931391_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
2932541,2932541_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2933625,2933625_4,disqualified,,,,,,,,,,,
2934316,2934316_4,qualified,no,,,,,,,,,,
2935476,2935476_4,qualified,no,,,,,,,,,,
2936265,2936265_4,qualified,no,,,,,,,,,,
2937511,2937511_4,qualified,yes,201311.0,still together,,,5.0,slightly attractive,very attractive,,,
2939601,2939601_4,qualified,no,,,,,,,,,,
2940495,2940495_4,disqualified,,,,,,,,,,,
2941421,2941421_4,qualified,no,,,,,,,,,,
2942506,2942506_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,moderately attractive,,,no
2943451,2943451_4,qualified,no,,,,,,,,,,
2944772,2944772_4,disqualified,,,,,,,,,,,
2945701,2945701_4,qualified,no,,,,,,,,,,
2947543,2947543_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,moderately attractive,,,no
2948394,2948394_4,qualified,no,,,,,,,,,,
2949755,2949755_4,qualified,no,,,,,,,,,,
2950445,2950445_4,qualified,no,,,,,,,,,,
2951803,2951803_4,disqualified,,,,,,,,,,,
2954512,2954512_4,disqualified,,,,,,,,,,,
2955792,2955792_4,disqualified,,,,,,,,,,,
2956541,2956541_4,disqualified,,,,,,,,,,,
2957255,2957255_4,disqualified,,,,,,,,,,,
2958495,2958495_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,no
2959235,2959235_4,disqualified,,,,,,,,,,,
2960245,2960245_4,disqualified,,,,,,,,,,,
2961446,2961446_4,qualified,no,,,,,,,,,,
2962421,2962421_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
2963351,2963351_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2964195,2964195_4,qualified,no,,,,,,,,,,
2965291,2965291_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
2966535,2966535_4,disqualified,,,,,,,,,,,
2967381,2967381_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
2968566,2968566_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
2969211,2969211_4,qualified,no,,,,,,,,,,
2970391,2970391_4,qualified,no,,,,,,,,,,
2971315,2971315_4,disqualified,,,,,,,,,,,
2972195,2972195_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2973265,2973265_4,disqualified,,,,,,,,,,,
2974271,2974271_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
2975453,2975453_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2011.0,October,
2976481,2976481_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
2977341,2977341_4,qualified,no,,,,,,,,,,
2978391,2978391_4,qualified,no,,,,,,,,,,
2979633,2979633_4,disqualified,,,,,,,,,,,
2980466,2980466_4,qualified,no,,,,,,,,,,
2981255,2981255_4,disqualified,,,,,,,,,,,
2982581,2982581_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
2983365,2983365_4,disqualified,,,,,,,,,,,
2984311,2984311_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
2985453,2985453_4,qualified,no,,,,,,,,,,
2986301,2986301_4,disqualified,,,,,,,,,,,
2987583,2987583_4,qualified,no,,,,,,,,,,
2988441,2988441_4,qualified,yes,201303.0,broke up,,,,not at all attractive,,2013.0,March,
2989771,2989771_4,qualified,no,,,,,,,,,,
2990611,2990611_4,qualified,no,,,,,,,,,,
2991315,2991315_4,disqualified,,,,,,,,,,,
2992381,2992381_4,qualified,no,,,,,,,,,,
2994215,2994215_4,disqualified,,,,,,,,,,,
2995451,2995451_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
2996723,2996723_4,disqualified,,,,,,,,,,,
2997563,2997563_4,qualified,yes,201303.0,broke up,,,,not at all attractive,,2012.0,June,
2998705,2998705_4,disqualified,,,,,,,,,,,
2999674,2999674_4,disqualified,,,,,,,,,,,
3000751,3000751_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,not at all attractive,,,
3001575,3001575_4,disqualified,,,,,,,,,,,
3003565,3003565_4,disqualified,,,,,,,,,,,
3004285,3004285_4,disqualified,,,,,,,,,,,
3005451,3005451_4,qualified,no,,,,,,,,,,
3006481,3006481_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3007443,3007443_4,disqualified,,,,,,,,,,,
3008511,3008511_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,slightly attractive,,,
3009346,3009346_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
3010291,3010291_4,qualified,no,,,,,,,,,,
3011245,3011245_4,disqualified,,,,,,,,,,,
3012503,3012503_4,qualified,no,,,,,,,,,,
3013891,3013891_4,qualified,no,,,,,,,,,,
3014445,3014445_4,qualified,yes,201304.0,still together,,,4.0,very attractive,very attractive,,,no
3015621,3015621_4,qualified,no,,,,,,,,,,
3016311,3016311_4,qualified,yes,201305.0,still together,,,2.0,moderately attractive,moderately attractive,,,
3017733,3017733_4,disqualified,,,,,,,,,,,
3021321,3021321_4,qualified,no,,,,,,,,,,
3022245,3022245_4,qualified,no,,,,,,,,,,
3023281,3023281_4,qualified,no,,,,,,,,,,
3024391,3024391_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,April,
3025406,3025406_4,qualified,yes,201305.0,broke up,,,,moderately attractive,,2013.0,,
3026461,3026461_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3027506,3027506_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,no
3028411,3028411_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3029471,3029471_4,qualified,no,,,,,,,,,,
3030281,3030281_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3031421,3031421_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
3033485,3033485_4,disqualified,,,,,,,,,,,
3034424,3034424_4,disqualified,,,,,,,,,,,
3035195,3035195_4,disqualified,,,,,,,,,,,
3036695,3036695_4,disqualified,,,,,,,,,,,
3037375,3037375_4,qualified,no,,,,,,,,,,
3038731,3038731_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3039731,3039731_4,qualified,no,,,,,,,,,,
3041271,3041271_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3042661,3042661_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
3043445,3043445_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2010.0,,
3044225,3044225_4,disqualified,,,,,,,,,,,
3045335,3045335_4,disqualified,,,,,,,,,,,
3046291,3046291_4,qualified,no,,,,,,,,,,
3047205,3047205_4,disqualified,,,,,,,,,,,
3048341,3048341_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3049611,3049611_4,qualified,no,,,,,,,,,,
3050761,3050761_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3051565,3051565_4,disqualified,,,,,,,,,,,
3052421,3052421_4,qualified,no,,,,,,,,,,
3053585,3053585_4,disqualified,,,,,,,,,,,
3054593,3054593_4,disqualified,,,,,,,,,,,
3055331,3055331_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3056401,3056401_4,qualified,no,,,,,,,,,,
3057321,3057321_4,qualified,no,,,,,,,,,,
3059305,3059305_4,disqualified,,,,,,,,,,,
3060291,3060291_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3061245,3061245_4,disqualified,,,,,,,,,,,
3062505,3062505_4,disqualified,,,,,,,,,,,
3063561,3063561_4,qualified,yes,201304.0,partner passed away,,,,,,,,
3064321,3064321_4,qualified,no,,,,,,,,,,
3066491,3066491_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3068681,3068681_4,qualified,no,,,,,,,,,,
3069521,3069521_4,qualified,no,,,,,,,,,,
3070361,3070361_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
3071566,3071566_4,qualified,no,,,,,,,,,,
3072336,3072336_4,qualified,yes,201303.0,still together,,,4.0,very attractive,moderately attractive,,,no
3073301,3073301_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3074385,3074385_4,disqualified,,,,,,,,,,,
3076341,3076341_4,qualified,no,,,,,,,,,,
3077584,3077584_4,disqualified,,,,,,,,,,,
3078205,3078205_4,qualified,no,,,,,,,,,,
3079225,3079225_4,qualified,no,,,,,,,,,,
3081821,3081821_4,qualified,no,,,,,,,,,,
3083461,3083461_4,qualified,no,,,,,,,,,,
3084662,3084662_4,disqualified,,,,,,,,,,,
3085491,3085491_4,disqualified,,,,,,,,,,,
3086543,3086543_4,disqualified,,,,,,,,,,,
3089355,3089355_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,no
3090271,3090271_4,qualified,no,,,,,,,,,,
3091591,3091591_4,qualified,yes,201304.0,partner passed away,,,,,,,,
3092431,3092431_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,March,
3094385,3094385_4,disqualified,,,,,,,,,,,
3095381,3095381_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,very attractive,,,
3096393,3096393_4,disqualified,,,,,,,,,,,
3097321,3097321_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3098574,3098574_4,qualified,no,,,,,,,,,,
3099405,3099405_4,disqualified,,,,,,,,,,,
3100236,3100236_4,disqualified,,,,,,,,,,,
3101251,3101251_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3102591,3102591_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
3103245,3103245_4,disqualified,,,,,,,,,,,
3104795,3104795_4,disqualified,,,,,,,,,,,
3105381,3105381_4,qualified,no,,,,,,,,,,
3106553,3106553_4,disqualified,,,,,,,,,,,
3107281,3107281_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3108802,3108802_4,disqualified,,,,,,,,,,,
3111281,3111281_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
3112501,3112501_4,qualified,yes,201305.0,still together,,,3.0,moderately attractive,moderately attractive,,,
