,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,race_gap,religious_gap,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
633,999231,partnered,married,2,4.0,4 to 5,different sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,4.0,9.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
634,1000561,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,34.0,39.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
635,1001791,partnered,married,0,1.0,0 to 3,different sex couple,1,0,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,53.0,58.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
636,1003291,partnered,married,2,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,1,0,0,0,3,met_party,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
637,1004741,partnered,married,0,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,57.0,62.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
638,1005421,partnered,married,1,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,22.0,27.0,0,fair,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
639,1006611,partnered,married,0,4.0,4 to 5,different sex couple,0,1,3.0,3 to 4,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,25.0,30.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
640,1008275,partnered,married,0,5.0,4 to 5,different sex couple,0,1,4.0,3 to 4,approve,0,1,1,0,0,0,0,0,0,1,0,0,3,met_at_work,6.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,partner deceased,disqualified,,,disqualified,,,,,
641,1009361,partnered,married,0,2.0,0 to 3,different sex couple,1,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,0,1,0,1,met_offline_dating,7.0,12.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
642,1010732,partnered,married,0,5.0,4 to 5,different sex couple,0,1,4.0,3 to 4,,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,51.0,51.0,1,good,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
643,1011511,partnered,married,0,6.0,6 to 10,different sex couple,0,1,0.0,0 to 2,approve,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,14.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
644,1013451,partnered,married,0,6.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,21.0,26.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
645,1015371,partnered,married,0,3.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,16.0,21.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
646,1017606,partnered,married,0,2.0,0 to 3,same-sex couple,1,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
647,1018641,partnered,married,0,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,1,0,0,0,0,0,1,met_party,44.0,49.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
648,1021791,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,1,1,0,0,0,1,0,1,4,met_travel,59.0,64.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
649,1022721,partnered,married,0,3.0,0 to 3,different sex couple,0,1,4.0,3 to 4,,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,40.0,45.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
650,1023721,partnered,married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,1,0,0,0,0,0,0,1,0,0,2,met_at_school,54.0,59.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
651,1024643,partnered,not married,0,8.0,6 to 10,different sex couple,0,0,3.0,3 to 4,,0,0,0,0,0,1,0,1,0,1,0,0,3,met_social,16.0,21.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
652,1026381,partnered,married,0,6.0,6 to 10,different sex couple,0,1,4.5,5 to 6,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,7.0,12.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
653,1029571,partnered,married,0,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,39.0,43.0,1,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,partner passed away
654,1030441,partnered,married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,24.0,29.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
655,1031721,partnered,married,0,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,16.0,21.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
656,1033811,partnered,married,0,17.0,11 to 20,different sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,1,0,0,1,0,0,2,met_party,38.0,43.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
657,1034483,partnered,not married,3,9.0,6 to 10,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
658,1035596,partnered,not married,0,8.0,6 to 10,same-sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,1,1,1,0,0,0,0,3,met_social,19.0,24.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
659,1036721,partnered,married,0,10.0,6 to 10,different sex couple,0,0,4.0,3 to 4,,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,16.0,21.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
660,1037633,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,2.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,0.75,5.75,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
661,1038241,partnered,not married,2,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,10.0,15.0,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
662,1039481,partnered,married,1,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,31.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
663,1040361,partnered,married,0,4.0,4 to 5,different sex couple,1,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,4.0,9.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
664,1041291,partnered,married,0,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
665,1043811,partnered,married,0,4.0,4 to 5,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,60.0,65.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
666,1044601,partnered,married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,42.0,47.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
667,1045611,partnered,married,0,6.0,6 to 10,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,45.0,50.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
668,1046321,partnered,married,0,4.0,4 to 5,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,1,0,0,0,0,1,0,0,2,met_travel,11.0,16.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
669,1048266,partnered,not married,0,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
670,1050395,partnered,not married,0,3.0,0 to 3,same-sex couple,0,0,2.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
671,1052595,partnered,not married,0,21.0,>=20,same-sex couple,1,1,3.0,3 to 4,don't approve or don't know,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,16.0,21.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
672,1057782,partnered,married,0,1.0,0 to 3,different sex couple,0,1,2.5,3 to 4,,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,43.0,48.0,0,,qualified,no,,disqualified,,,disqualified,,,disqualified,,,,,
673,1058195,partnered,not married,3,4.0,4 to 5,different sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,0.45,0.45,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
674,1059286,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,0,1,1,0,0,3,met_at_school,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
675,1061491,partnered,married,0,7.0,6 to 10,different sex couple,0,0,2.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,33.0,38.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
676,1062551,partnered,married,0,2.0,0 to 3,different sex couple,1,0,0.0,0 to 2,,0,0,0,0,1,0,0,0,0,1,0,0,2,met_travel,27.0,32.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
677,1064496,partnered,not married,0,0.0,0 to 3,different sex couple,0,0,2.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,1.5,1.5,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
678,1069616,partnered,not married,0,1.0,0 to 3,same-sex couple,1,0,0.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,5.0,10.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
679,1073351,partnered,married,2,5.0,4 to 5,different sex couple,0,0,0.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,9.0,14.0,0,good,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
680,1074381,partnered,married,2,3.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,24.0,29.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
681,1075832,partnered,married,0,2.0,0 to 3,different sex couple,0,0,7.5,>6,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,65.0,70.0,0,fair,qualified,no,,disqualified,,,disqualified,,,disqualified,,,,,
682,1076291,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,10.0,15.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
683,1078631,partnered,married,0,18.0,11 to 20,different sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,27.0,32.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
684,1079255,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
685,1080831,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,0,1,0,0,0,1,0,0,0,0,2,met_at_church,55.0,60.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
686,1083446,partnered,not married,0,6.0,6 to 10,same-sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
687,1084706,partnered,not married,0,26.0,>=20,same-sex couple,0,0,0.0,0 to 2,,0,0,0,0,0,1,0,0,0,0,0,0,1,met_social,16.0,21.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,yes,still together,qualified,yes,still together
688,1085626,partnered,not married,0,13.0,11 to 20,same-sex couple,0,0,0.0,0 to 2,,0,0,0,0,1,0,0,0,0,0,0,0,1,met_travel,5.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
689,1087551,partnered,married,0,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,35.0,40.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
690,1090535,partnered,not married,0,2.0,0 to 3,same-sex couple,0,1,3.0,3 to 4,approve,0,0,1,1,0,0,0,0,0,0,0,0,2,met_at_school,4.0,8.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up
691,1091712,partnered,not married,0,7.0,6 to 10,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,1,0,0,1,0,0,0,0,2,met_travel,4.0,9.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
692,1092291,partnered,married,1,1.0,0 to 3,different sex couple,0,1,3.0,3 to 4,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,7.0,12.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
693,1093441,partnered,married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,7.0,12.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
694,1094453,partnered,not married,0,5.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,18.0,19.0,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
695,1096341,partnered,married,2,4.0,4 to 5,different sex couple,0,0,1.0,0 to 2,approve,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,10.0,15.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
696,1097281,partnered,married,1,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,1,1,0,0,0,0,0,0,1,0,0,3,met_at_work,5.0,10.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
697,1098406,partnered,not married,0,10.0,6 to 10,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,1,1,1,0,0,0,1,0,0,4,met_at_church,4.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
698,1099651,partnered,married,0,3.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,45.0,50.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
699,1100361,partnered,married,2,2.0,0 to 3,different sex couple,0,0,8.0,>6,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,15.0,20.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
700,1101471,partnered,married,0,4.0,4 to 5,different sex couple,0,0,2.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,29.0,34.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
701,1103641,partnered,married,0,12.0,11 to 20,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,31.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together
702,1104541,partnered,married,0,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,34.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
703,1105706,partnered,not married,0,3.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,20.0,25.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
704,1106521,partnered,married,0,3.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,37.0,37.0,0,poor,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
705,1109341,partnered,married,2,2.0,0 to 3,different sex couple,0,0,2.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,15.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
706,1110421,partnered,married,2,4.0,4 to 5,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
707,1111291,partnered,married,0,12.0,11 to 20,different sex couple,1,0,1.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,4.0,6.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
708,1112651,partnered,married,0,4.0,4 to 5,different sex couple,0,0,3.0,3 to 4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,48.0,53.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
709,1113205,partnered,not married,1,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,1,0,0,0,1,0,0,0,0,2,met_at_church,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
710,1114781,partnered,married,0,1.0,0 to 3,different sex couple,0,0,10.5,>6,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,44.0,49.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
711,1115241,partnered,married,1,3.0,0 to 3,different sex couple,0,1,3.0,3 to 4,approve,0,0,0,1,0,1,0,0,0,0,0,0,2,met_at_church,6.0,11.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
712,1118711,partnered,married,0,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,33.0,38.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
