caseid_new,caseid_wave,qualified?,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5
441341,441341_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
442336,442336_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443301,443301_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
444371,444371_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
445591,445591_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
447445,447445_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448326,448326_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
449566,449566_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,yes civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
450291,450291_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
451325,451325_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452446,452446_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"yes, married [name]",2014.0,January,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
453361,453361_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
454456,454456_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
455601,455601_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
456692,456692_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458621,458621_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
459505,459505_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461511,461511_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
463603,463603_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464712,464712_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465386,465386_5,disqualified,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
466852,466852_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
467563,467563_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468225,468225_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
469391,469391_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
470261,470261_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
471426,471426_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
472431,472431_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
473812,473812_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474365,474365_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475485,475485_5,qualified,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,5.0,2009.0,yes civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
477274,477274_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478561,478561_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
479603,479603_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480501,480501_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
481445,481445_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
482435,482435_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483591,483591_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
484581,484581_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",bisexual,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
487225,487225_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488693,488693_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489621,489621_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
490291,490291_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
491772,491772_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
492215,492215_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493702,493702_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494215,494215_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"yes, married [name]",2013.0,April,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
496215,496215_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,April,2011.0,,,2 to 3 times a month,"No, I expect [name] to have sex with other people besides me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
497295,497295_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
499271,499271_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
500403,500403_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501306,501306_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,gay,All or most of them,,,,,no,,,,,,,,We broke up,I wanted to break up more,2013.0,October,broke up,201412.0,"broke up at wave 2,3,4, or 5",Yes
502721,502721_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,yes,yes,Refused,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
503922,503922_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504385,504385_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505381,505381_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
506515,506515_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
507491,507491_5,qualified,wave 5 completed,Active,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
508361,508361_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
509391,509391_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
511386,511386_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",bisexual,Only a few of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
512356,512356_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,May,2013.0,,,Refused,Refused,heterosexual or straight,,,,,,yes,yes,"yes, married [name]",2013.0,Refused,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
513831,513831_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
515281,515281_5,disqualified,,,not qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
516446,516446_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
517455,517455_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518481,518481_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
519343,519343_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520581,520581_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
521565,521565_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522543,522543_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523401,523401_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
524471,524471_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
525291,525291_5,disqualified,,,not qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
526701,526701_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
527611,527611_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
528245,528245_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531265,531265_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
532341,532341_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,August,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
533831,533831_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
534575,534575_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535331,535331_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",bisexual,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
536205,536205_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
537563,537563_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538571,538571_5,qualified,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
540435,540435_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
541261,541261_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201501.0,still together at w5 or some follow-up w/o breakup,Yes
542711,542711_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
543641,543641_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
544235,544235_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545326,545326_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
546195,546195_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
547235,547235_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
