caseid_new,caseid_wave,qualified?,w2_broke_up,w2_xmarry,w2_deceased,w2_panelstat,w2_donotcontact,w2_assigned,w2_f1complete,w2_HCMST_interview_fin_yrmo,w2_xss,w2_q1,w2_q5,w2_q2,w2_q3,w2_q4,w2_q6,w2_q7,w2_q8,w2_q9,w2_q10
1601511,1601511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1602401,1602401_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,divorce,[partner] wanted the [divorce/separation] more,,,,,
1603265,1603265_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1605481,1605481_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1606456,1606456_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
1608266,1608266_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1610771,1610771_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1611503,1611503_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1612235,1612235_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1613271,1613271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1615431,1615431_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1617575,1617575_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,other (please describe),[partner] wanted to break up more
1619401,1619401_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1620371,1620371_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1621812,1621812_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,"[partner] passed away, is deceased",,,,,,
1622621,1622621_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1623351,1623351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1624601,1624601_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1625871,1625871_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1626891,1626891_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1627291,1627291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1628461,1628461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1629821,1629821_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1630551,1630551_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1631443,1631443_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
1632802,1632802_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,no,,,,,,,
1634672,1634672_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1635436,1635436_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1637395,1637395_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,other (please describe),we both equally wanted to break up
1638721,1638721_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1639691,1639691_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1641281,1641281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1642351,1642351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1643761,1643761_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1644245,1644245_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1645323,1645323_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1647511,1647511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1648276,1648276_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1650205,1650205_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1652451,1652451_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1653653,1653653_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,other (please describe),i wanted to break up more
1654671,1654671_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1655555,1655555_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1657335,1657335_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1661682,1661682_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1664275,1664275_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1665713,1665713_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1667291,1667291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1668241,1668241_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1669566,1669566_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1671291,1671291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1672325,1672325_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1673321,1673321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1674621,1674621_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1675641,1675641_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1676566,1676566_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1677766,1677766_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1678601,1678601_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1681661,1681661_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1683821,1683821_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1685385,1685385_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1686502,1686502_2,qualified,partner passed away,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,"[partner] passed away, is deceased",,,,,,
