caseid_new,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
1354291,35,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,201405.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,1,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
1355692,75,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$50,000 to $59,999",Widowed,200907.0,No,Metro,Midwest,West-North Central,rented for cash,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Widowed,200907.0,Widowed,200710.0
1356751,81,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201107.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
1357415,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$10,000 to $12,499",Never married,201206.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - self-employed,Yes,,,,,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
1358455,51,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,201306.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,Living with partner,201306.0,Living with partner,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Never married,200710.0
1359663,72,65-74,60+,12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$5,000 to $7,499",Divorced,200904.0,No,non-Metro,West,Pacific,rented for cash,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200712.0
1360485,54,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"Less than $5,000",Never married,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - looking for work,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
1361771,82,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
1363253,31,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,5,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,201007.0,No,Metro,South,South Atlantic,rented for cash,0,0,1,1,3,Not working - other,Yes,,,,,,,,,Living with partner,201007.0,Living with partner,200904.0,Divorced,200710.0
1364533,58,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$50,000 to $59,999",Divorced,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201404.0,Divorced,201305.0,Divorced,201206.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
1365673,72,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,201404.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Divorced,201404.0,Divorced,201305.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200712.0
1366341,39,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$75,000 to $84,999",Widowed,201405.0,Yes,non-Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Widowed,201405.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201005.0,Married,200904.0,Married,200710.0
1367841,89,75+,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Male,1,2,A mobile home,"$10,000 to $12,499",Married,200906.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200906.0,Married,200802.0
1368545,59,55-64,45-59,"Some college, no degree",Some college,"Other, Non-Hispanic",Female,0,1,A building with 2 or more apartments,"$5,000 to $7,499",Never married,201007.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Not working - disabled,No,,,,,,,,,Never married,201007.0,Never married,200904.0,Never married,200711.0
1369721,78,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house attached to one or more houses,"$75,000 to $84,999",Married,201306.0,No,non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201411.0,Married,201306.0,Married,201206.0,Married,201107.0,Married,201009.0,Married,200904.0,Married,200711.0
1370453,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,201404.0,Yes,non-Metro,South,East-South Central,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,Divorced,201404.0,Divorced,201305.0,Divorced,201206.0,Divorced,201107.0,Divorced,201011.0,Divorced,200904.0,Divorced,200710.0
1371681,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
1372391,45,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,1,5,A one-family house detached from any other house,"$175,000 or more",Married,201408.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,1,4,Working - as a paid employee,Yes,Married,201408.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
1373663,72,65-74,60+,9th grade,Less than high school,"White, Non-Hispanic",Male,0,1,A building with 2 or more apartments,"$5,000 to $7,499",Divorced,201107.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Not working - disabled,No,,,,,,,Divorced,201107.0,Separated,201007.0,Divorced,200904.0,Divorced,200710.0
1374731,79,75+,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,200904.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
1375681,74,65-74,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - retired,Yes,Married,201404.0,Married,201306.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
1376386,44,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,0,2,A building with 2 or more apartments,"$85,000 to $99,999",Living with partner,201305.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,2,Working - self-employed,Yes,,,Living with partner,201305.0,Living with partner,201207.0,Living with partner,201106.0,Living with partner,201007.0,Living with partner,200905.0,Living with partner,200710.0
1377811,87,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
1378732,79,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,201405.0,Yes,Metro,South,South Atlantic,Occupied without payment,0,0,0,0,1,Not working - retired,No,Widowed,201405.0,Widowed,201305.0,Widowed,201206.0,Widowed,201106.0,Widowed,201007.0,Widowed,200904.0,Widowed,200711.0
1379291,35,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,201404.0,Yes,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,1,0,0,2,Working - self-employed,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
1380606,66,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,201007.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200712.0
1381205,25,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,0,5,A one-family house detached from any other house,"$60,000 to $74,999",Never married,200906.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,1,4,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200906.0,Never married,200710.0
1382546,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,201007.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,Living with partner,201007.0,Divorced,200905.0,Living with partner,200711.0
1383671,73,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,201405.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201306.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200712.0
1384431,48,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,201210.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,1,1,2,Working - as a paid employee,Yes,,,,,Married,201210.0,Married,201112.0,Married,201009.0,Married,200905.0,Married,200711.0
1386291,35,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,200905.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,2,0,2,Not working - other,Yes,,,,,,,,,,,Married,200905.0,Married,200710.0
1387255,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$100,000 to $124,999",Never married,201107.0,No,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,Yes,,,,,,,Never married,201107.0,Never married,201007.0,Living with partner,200904.0,Never married,200710.0
1388606,66,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Living with partner,200904.0,Living with partner,200710.0
1389863,92,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,No,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
1390585,63,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,3,A one-family house detached from any other house,"$15,000 to $19,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - self-employed,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
1392612,67,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,201406.0,Yes,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Divorced,201406.0,Divorced,201306.0,Divorced,201206.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Widowed,200710.0
1393286,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$30,000 to $34,999",Never married,201007.0,No,Metro,Northeast,Mid-Atlantic,Occupied without payment,0,1,1,0,2,Working - as a paid employee,Yes,,,,,,,,,Never married,201007.0,Married,200905.0,Living with partner,200803.0
1394385,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$85,000 to $99,999",Never married,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
1396626,68,65-74,60+,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,Yes,,,,,,,,,,,Living with partner,200904.0,Living with partner,200711.0
1398431,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,0,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,201107.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,1,1,3,Working - as a paid employee,Yes,,,,,,,Married,201107.0,,,Married,200904.0,Married,200710.0
