caseid_new,weight1,weight2,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphouseholdsize,pphouse,ppincimp,hhinc,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppt01,ppt1317,ppt18ov,ppt25,ppt612,children_in_hh,ppwork,ppnet,ppq14arace,pphispan,pprace_white,pprace_black,pprace_nativeamerican,pprace_asianindian,pprace_chinese,pprace_filipino,pprace_japanese,pprace_korean,pprace_vietnamese,pprace_otherasian,pprace_hawaiian,pprace_guamanian,pprace_samoan,pprace_otherpacificislander,pprace_someotherrace,papglb_friend,pppartyid3,papevangelical,papreligion,ppppcmdate_yrmo,pppadate_yrmo
1087551,39278,39278.0,55,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,non-metro,northeast,new england,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,i would prefer to not answer this question,democrat,no,catholic,200712.0,200709.0
1088515,35934,,51,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$30,000 to $34,999",32250.0,never married,non-metro,northeast,new england,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200711.0,200709.0
1089563,18849,,56,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"black, non-hispanic",female,yes,1,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,divorced,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,baptist-any denomination,200712.0,200709.0
1090535,875,875.0,53,45-54,45-59,professional or doctorate degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,never married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,jewish,200807.0,200807.0
1091712,69813,69813.0,71,65-74,60+,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,widowed,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200711.0,200709.0
1092291,11400,11400.0,29,25-34,18-29,bachelors degree,bachelor's degree or higher,"2+ races, non-hispanic",female,yes,3,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,1,0,1,working - as a paid employee,yes,white,"no, i am not",yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,baptist-any denomination,200710.0,200712.0
1093441,56644,56644.0,44,35-44,30-44,12th grade no diploma,less than high school,"white, non-hispanic",male,yes,3,a one-family house attached to one or more houses,"$25,000 to $29,999",27250.0,married,metro,midwest,east-north central,rented for cash,0,0,2,0,0,0,not working - looking for work,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200711.0
1094453,136362,136362.0,45,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"black, non-hispanic",female,yes,1,a one-family house detached from any other house,"$7,500 to $9,999",8750.0,divorced,metro,south,south atlantic,rented for cash,0,0,1,0,0,0,not working - disabled,yes,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,i would prefer to not answer this question,democrat,yes,baptist-any denomination,200805.0,200805.0
1095573,1759,,57,55-64,45-59,"some college, no degree",some college,"white, non-hispanic",male,yes,1,a building with 2 or more apartments,"less than $5,000",2500.0,divorced,metro,west,pacific,rented for cash,0,0,1,0,0,0,not working - disabled,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200712.0,200709.0
1096341,52833,52833.0,34,25-34,30-44,"some college, no degree",some college,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,2,0,2,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200808.0,200808.0
1097281,49928,49928.0,28,25-34,18-29,associate degree,some college,"white, non-hispanic",female,yes,3,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,1,0,1,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
1098406,18934,18934.0,40,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200709.0
1099651,154870,154870.0,65,65-74,60+,"some college, no degree",some college,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200710.0,200709.0
1100361,51175,51175.0,36,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,1,1,2,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,other christian,200711.0,200712.0
1101471,34129,34129.0,47,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,no,catholic,200805.0,200805.0
1102555,76447,,55,55-64,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,1,a building with 2 or more apartments,"less than $5,000",2500.0,never married,metro,south,south atlantic,rented for cash,0,0,1,0,0,0,not working - on temporary layoff from a job,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,other christian,200711.0,200709.0
1103641,12493,12493.0,64,55-64,60+,12th grade no diploma,less than high school,"2+ races, non-hispanic",female,yes,3,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,yes,"black, or  african american","no, i am not",yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,baptist-any denomination,200710.0,200709.0
1104541,63325,63325.0,54,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200711.0,200709.0
1105706,2509,2509.0,70,65-74,60+,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,living with partner,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200709.0
1106521,124153,124153.0,52,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,3,a one-family house attached to one or more houses,"$10,000 to $12,499",11250.0,married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - other,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,baptist-any denomination,200711.0,200709.0
1107772,41360,,77,75+,60+,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,male,yes,2,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,widowed,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"yes, caribbean",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, friends",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
1109341,79929,79929.0,34,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,4,a one-family house attached to one or more houses,"$40,000 to $49,999",45000.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,1,1,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",democrat,yes,catholic,200805.0,200806.0
1110421,49182,49182.0,42,35-44,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,west,pacific,owned or being bought by you or someone in your household,0,2,2,0,0,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,catholic,200712.0,200710.0
1111291,75325,75325.0,29,25-34,18-29,"some college, no degree",some college,"other, non-hispanic",female,yes,4,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - looking for work,yes,not asked,"no, i am not",no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,democrat,no,catholic,200711.0,200801.0
1112651,53716,53716.0,65,65-74,60+,9th grade,less than high school,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$25,000 to $29,999",27250.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200712.0
1113205,63088,63088.0,20,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,5,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,1,5,0,0,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200710.0
1114781,18818,18818.0,78,75+,60+,5th or 6th grade,less than high school,"white, non-hispanic",female,yes,2,a one-family house attached to one or more houses,"$100,000 to $124,999",112250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,none,200802.0,200711.0
1115241,77952,77952.0,24,18-24,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,4,a one-family house attached to one or more houses,"$40,000 to $49,999",45000.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,1,0,1,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200712.0,200711.0
1116792,141774,,79,75+,60+,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,widowed,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,no,none,200801.0,200801.0
1117535,708,,53,45-54,45-59,"some college, no degree",some college,"2+ races, non-hispanic",male,no,1,a building with 2 or more apartments,"$20,000 to $24,999",22250.0,never married,metro,midwest,east-north central,occupied without payment of cash rent,0,0,1,0,0,0,working - as a paid employee,no,white,"no, i am not",yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200709.0
1118711,44632,44632.0,71,65-74,60+,"some college, no degree",some college,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200710.0,200709.0
