,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
257,392341,partnered,married,1.0,5.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,12.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
258,393591,partnered,married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,43.0,48.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
259,396291,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,11.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
260,399361,partnered,married,2.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,15.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
261,401561,partnered,married,0.0,12.0,11 to 20,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,16.0,16.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
262,405782,partnered,not married,0.0,0.0,0 to 3,different sex couple,7.0,>6,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_school,1.5,4.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
263,406672,partnered,not married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,0.75,0.75,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
264,412281,partnered,married,0.0,10.0,6 to 10,different sex couple,3.0,3 to 4,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,met_online,2.5,4.5,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
265,413606,partnered,married,0.0,1.0,0 to 3,same-sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_social,27.0,32.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
266,414721,partnered,married,0.0,1.0,0 to 3,different sex couple,6.5,>6,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,51.0,55.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
267,420285,partnered,not married,0.0,10.0,6 to 10,different sex couple,6.0,5 to 6,don't approve or don't know,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,1.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
268,421436,partnered,married,0.0,3.0,0 to 3,same-sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_party,11.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
269,422485,partnered,not married,0.0,18.0,11 to 20,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,8.0,13.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
270,423411,partnered,married,1.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,18.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
271,425381,partnered,married,1.0,1.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_school,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
272,427821,partnered,married,0.0,0.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,met_public_space,65.0,68.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
273,429306,partnered,not married,0.0,6.0,6 to 10,different sex couple,5.0,5 to 6,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
274,431851,partnered,married,0.0,24.0,>=20,different sex couple,5.0,5 to 6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,28.0,30.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
275,432411,partnered,married,2.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,19.0,24.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
276,433481,partnered,married,0.0,9.0,6 to 10,same-sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_travel,20.0,21.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
277,437831,partnered,married,0.0,10.0,6 to 10,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,36.0,38.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
278,439271,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,6.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
279,440811,partnered,married,0.0,1.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,61.0,62.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
280,441341,partnered,married,3.0,0.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_school,19.0,24.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
281,443301,partnered,married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,2.5,7.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
282,444371,partnered,married,0.0,2.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_school,15.0,17.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
283,445591,partnered,married,0.0,2.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_party,42.0,42.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
284,448326,partnered,not married,0.0,2.0,0 to 3,same-sex couple,0.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,6.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
285,449566,partnered,married,0.0,4.0,4 to 5,same-sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_social,17.0,17.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
286,450291,partnered,married,2.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,10.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
287,452446,partnered,not married,0.0,1.0,0 to 3,same-sex couple,2.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,15.0,19.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
288,453361,partnered,married,2.0,3.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,19.0,24.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
289,454456,partnered,not married,0.0,17.0,11 to 20,same-sex couple,0.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,12.0,12.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
290,455601,partnered,married,0.0,0.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,15.0,16.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
291,458621,partnered,married,0.0,5.0,4 to 5,different sex couple,3.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,31.0,32.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
292,461511,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,met_party,36.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
293,465386,partnered,not married,0.0,8.0,6 to 10,same-sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_social,7.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
294,466852,partnered,not married,0.0,0.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,6.0,6.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
295,468225,partnered,not married,0.0,13.0,11 to 20,different sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
296,469391,partnered,married,2.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_work,19.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
297,470261,partnered,married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,8.0,12.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
298,471426,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,4.0,8.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
299,472431,partnered,not married,3.0,13.0,11 to 20,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,9.0,9.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
300,475485,partnered,not married,0.0,1.0,0 to 3,same-sex couple,4.0,3 to 4,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,26.0,26.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
301,478561,partnered,married,1.0,4.0,4 to 5,different sex couple,5.0,5 to 6,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,37.0,40.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
302,480501,partnered,married,1.0,5.0,4 to 5,different sex couple,2.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,35.0,35.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
303,481445,partnered,not married,0.0,10.0,6 to 10,same-sex couple,6.0,5 to 6,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,12.0,12.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
304,483591,partnered,married,0.0,6.0,6 to 10,different sex couple,5.5,5 to 6,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_travel,36.0,37.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
305,484581,partnered,married,0.0,11.0,11 to 20,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,34.0,39.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
306,489621,partnered,married,0.0,2.0,0 to 3,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,44.0,46.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
307,490291,partnered,married,1.0,2.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,7.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
308,491772,partnered,not married,0.0,12.0,11 to 20,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,met_social,2.5,2.5,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
309,494215,partnered,not married,0.0,3.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,2.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
310,496215,partnered,not married,1.0,4.0,4 to 5,same-sex couple,0.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,0.05,3.05,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
311,497295,partnered,not married,0.0,9.0,6 to 10,different sex couple,0.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,1.5,5.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
312,499271,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,4.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
313,501306,partnered,not married,0.0,3.0,0 to 3,same-sex couple,1.0,0 to 2,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,7.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
314,502721,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,55.0,59.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
315,505381,partnered,married,2.0,3.0,0 to 3,different sex couple,2.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,21.0,21.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
316,506515,partnered,not married,0.0,13.0,11 to 20,same-sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,1.5,1.5,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
317,507491,partnered,married,0.0,5.0,4 to 5,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,29.0,32.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
318,508361,partnered,married,3.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,15.0,16.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
319,509391,partnered,married,1.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,17.0,21.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
320,511386,partnered,not married,2.0,6.0,6 to 10,different sex couple,7.0,>6,don't approve or don't know,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,4.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
321,512356,partnered,not married,1.0,5.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,met_f_and_f,12.0,17.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
322,513831,partnered,married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,58.0,59.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
323,515281,partnered,married,2.0,22.0,>=20,different sex couple,4.0,3 to 4,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,7.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
324,516446,partnered,married,0.0,7.0,6 to 10,same-sex couple,1.0,0 to 2,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,22.0,24.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
325,518481,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,22.0,23.0,0,,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
326,520581,partnered,married,0.0,6.0,6 to 10,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,35.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
327,523401,partnered,married,2.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,20.0,20.0,0,very poor,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
328,524471,partnered,married,3.0,0.0,0 to 3,different sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_church,16.0,21.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
329,525291,partnered,married,2.0,13.0,11 to 20,different sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,5.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
330,526701,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_school,55.0,60.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
331,527611,partnered,married,0.0,5.0,4 to 5,different sex couple,1.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,36.0,41.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
332,531265,partnered,not married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,0.75,1.75,0,excellent,qualified,no,,qualified,no,,qualified,yes,still together,qualified,no,,,,
333,532341,partnered,married,3.0,6.0,6 to 10,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,met_f_and_f,8.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
334,533831,partnered,married,0.0,1.0,0 to 3,different sex couple,3.5,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,63.0,63.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
335,535331,partnered,married,3.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,met_f_and_f,17.0,20.0,0,good,qualified,no,,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
