caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
1624601,married,69,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1628461,married,54,45-54,45-59,Masters degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1635436,married,52,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,"was married, remained married"
1639691,married,77,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1642351,married,44,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,0,3,Not working - other,"was married, remained married"
1647511,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1664275,unmarried partners,36,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$75,000 to $84,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,unmarried still together
1667291,married,37,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,1,1,1,1,Working - as a paid employee,"was married, remained married"
1668241,married,32,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,4,A mobile home,"$50,000 to $59,999",Living with partner,Non-Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,2,0,2,Working - as a paid employee,was married but no longer married
1669566,unmarried partners,64,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$125,000 to $149,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,unmarried still together
1675641,married,73,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1676566,unmarried partners,63,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,was unmarried but got married
1685385,unmarried partners,46,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Male,No,2,A building with 2 or more apartments,"$100,000 to $124,999",Living with partner,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
1691641,married,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1693481,married,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1709246,married,33,25-34,30-44,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,4,A building with 2 or more apartments,"$30,000 to $34,999",Married,Non-Metro,West,Pacific,Rented for cash,0,1,1,0,2,Not working - other,"was married, remained married"
1719406,married,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1720621,married,71,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,2,Not working - retired,"was married, remained married"
1730361,married,44,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
1740291,married,38,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
1742351,married,43,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - self-employed,"was married, remained married"
1743521,married,61,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1745446,married,53,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
1749592,unmarried partners,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
1752521,married,61,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,2,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1753471,married,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
1762615,unmarried partners,69,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Not working - retired,unmarried still together
1764471,married,55,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
1765521,married,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1771195,married,28,25-34,18-29,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
1772413,unmarried partners,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
1778236,unmarried partners,32,25-34,30-44,10th grade,Less than high school,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Living with partner,Non-Metro,Northeast,New England,Rented for cash,0,0,0,0,2,Not working - looking for work,unmarried still together
1779551,married,63,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
1787296,married,37,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A building with 2 or more apartments,"$200,000 to $249,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
1793381,married,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,6,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,1,2,3,Working - as a paid employee,"was married, remained married"
1795381,married,47,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
