caseid_new,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
931613,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,1,A one-family house attached to one or more houses,"$10,000 to $12,499",Divorced,Non-Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,200711.0,No,200810.0,
932566,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,Yes,200905.0,No,200811.0,
933465,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200904.0,Once a year or less
934261,"Some college, no degree",Some college,Hispanic,Yes,4,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro,West,Pacific,Rented for cash,0,1,1,0,2,Working - as a paid employee,Yes,201310.0,Yes,200903.0,Never
935521,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200908.0,No,200902.0,Once a week
936245,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,201209.0,Yes,200902.0,
938785,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201305.0,Yes,200903.0,Once a year or less
939441,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,1,4,Working - as a paid employee,Yes,201305.0,Yes,200905.0,More than once a week
941545,"Some college, no degree",Some college,"Black, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$5,000 to $7,499",Never married,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Not working - disabled,No,201305.0,Yes,200903.0,Once a week
942656,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,
943441,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house attached to one or more houses,"$12,500 to $14,999",Married,Non-Metro,South,East-South Central,Rented for cash,0,0,0,2,2,Working - as a paid employee,Yes,201206.0,Yes,200902.0,Once a year or less
944531,7th or 8th grade,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$12,500 to $14,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - disabled,Yes,201305.0,Yes,200903.0,Once or twice a month
945665,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,6,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,6,Not working - disabled,Yes,201106.0,No,200904.0,Once a week
946371,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Once or twice a month
948531,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201306.0,Yes,200904.0,Once a year or less
950495,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$12,500 to $14,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,No,200802.0,No,200903.0,Once a year or less
951271,Masters degree,Bachelor's degree or higher,Hispanic,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a week
952371,Professional or Doctorate degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201306.0,Yes,200903.0,
953681,5th or 6th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,South,East-South Central,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,200907.0,No,200902.0,A few times a year
954702,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Widowed,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200907.0,No,200903.0,Once a week
955731,"Some college, no degree",Some college,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,200904.0,No,200903.0,A few times a year
956591,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,200904.0,No,200903.0,A few times a year
959381,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,3,0,2,Not working - other,Yes,201305.0,Yes,200903.0,Once a week
960593,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
961605,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$7,500 to $9,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,200908.0,No,200809.0,
962485,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$100,000 to $124,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201106.0,No,200903.0,Never
963573,Associate degree,Some college,"2+ Races, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200904.0,Once a year or less
965575,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A mobile home,"$12,500 to $14,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201305.0,Yes,200902.0,Never
966351,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,3,0,2,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Once a week
967663,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,201305.0,Yes,200903.0,A few times a year
968782,9th grade,Less than high school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - other,Yes,200904.0,No,200903.0,Once or twice a month
970742,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200903.0,A few times a year
971831,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201007.0,No,200904.0,Once a week
972391,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201309.0,Yes,200903.0,Once a year or less
973581,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$175,000 or more",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,Yes,201305.0,Yes,200909.0,Once or twice a month
974591,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,201107.0,No,200903.0,
976531,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,Yes,201305.0,Yes,200903.0,
977741,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A mobile home,"$30,000 to $34,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,No,201305.0,Yes,200903.0,Once a week
978651,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$20,000 to $24,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,Once or twice a month
979711,5th or 6th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200907.0,No,200903.0,Once a week
980603,"Some college, no degree",Some college,"Other, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$7,500 to $9,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201305.0,Yes,200902.0,More than once a week
981733,10th grade,Less than high school,"White, Non-Hispanic",Yes,1,A mobile home,"$30,000 to $34,999",Divorced,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201007.0,No,200903.0,Once a week
982591,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201108.0,No,200905.0,Once a year or less
983661,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,No,201305.0,Yes,200903.0,More than once a week
984451,10th grade,Less than high school,"Black, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,201306.0,Yes,200903.0,
985571,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201305.0,Yes,200902.0,A few times a year
